"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","894","Checks login with invalid username and invalid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNotValidCred"
"","21484","Check checkout with cart","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkCheckoutWithEmptyCart"
"","891","Checks login with invalid username and invalid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNotValidCred"
"","744","Checks login with valid username and password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","11139","Check subtotal Price equals to sum of items","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkSubtotalPriceEqualsToSumOfItems"
"","1677","Check checkout with empty user data","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithEmptyUserData"
"","677","Checks login with empty username and valid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUserName"
"","12536","Checks checkout with not empty cart and valid firstName, lastName, zipCode","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkCheckoutWithPositiveUserData"
"","11769","Check total price equals subtotal plus tax","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Edge","tests.CheckoutTest","checkTotalPriceEqualsSubtotalPlusTax"
"","905","Checks login with empty username and valid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithEmptyUserName"
"","1610","Multiple items added to cart","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CartTest","Chrome","tests.CartTest","checkMultipleItemsAddedToCart"
"","775","Checks login with invalid username and invalid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNotValidCred"
"","598","Checks login with valid username and empty password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","997","Checks login with valid username and password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithPositiveCred"
"","780","Checks login with invalid username and invalid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNotValidCred"
"","829","Checks login with invalid username and invalid password","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNotValidCred"
"","11432","Checks checkout with not empty cart and valid firstName, lastName, zipCode","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Edge","tests.CheckoutTest","checkCheckoutWithPositiveUserData"
"","21440","Check checkout with cart","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Edge","tests.CheckoutTest","checkCheckoutWithEmptyCart"
"","12143","Check total price equals subtotal plus tax","SauceDemo crossBrowser","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkTotalPriceEqualsSubtotalPlusTax"
